地域名,国名,課題タイトル,課題概要,参考ソース
アジア,バングラデシュ,技術普及の遅れとデジタル教育の不足,バングラデシュの農村地域および都市の貧困地域の住民は、技術普及の遅れとデジタル教育の不足により、必要なデジタルスキルが身につかず、雇用機会の減少につながる課題に直面している。,https://www.mofa.go.jp/mofaj/gaiko/oda/shiryo/hyouka/kunibetu/gai/bangladesh/kn01_01_0203.html
アジア,バングラデシュ,教育と労働市場のマッチングの課題,バングラデシュの都市地域の学生、求職者、雇用主は、教育と労働市場の不一致に直面しており、スキルや必要な資格の不足が雇用の大きな障害となっているため、教育制度と労働市場の調整が緊急に求められている。,https://www.unicef.or.jp/kodomo/poster2020/bangladesh.html
アジア,バングラデシュ,政治不安定に伴う投資リスクとビジネス環境の悪化,バングラデシュの企業経営者は、政治不安定に伴う投資リスクとビジネス環境の悪化に直面しており、確かな政治情報を提供するプラットフォームの確立が急務となっている。,https://www.dlri.co.jp/report/macro/302288.html
アジア,バングラデシュ,人口増加とインフラ・生活環境の悪化への対策,バングラデシュの都市部に住む市民は、人口増加と急速な都市化により、適切なインフラ整備が追いつかず、生活環境の悪化に直面している。,https://www.jeef.or.jp/child/satocolumn2_1/
アジア,バングラデシュ,気候変動による自然災害への防災体制強化,バングラデシュの地域住民と緊急対応機関は、気候変動により洪水やサイクロンが頻発する地域で、自然災害の脅威に直面しており、防災体制の強化が急務となっている。,https://www.dpri.kyoto-u.ac.jp/nenpo/no46/46b0/a46b0t02.pdf
アジア,バングラデシュ,医療サービス不足と感染症リスク,バングラデシュの農村地域では、一般市民と医療従事者が医療資源の不足とアクセス制約により、医療サービス不足と感染症リスクに直面しており、これが深刻な課題となっている。,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.jstage.jst.go.jp/article/srs/35/4/35_4_1121/_pdf
アジア,ベトナム,ベトナムのペット事情と市場拡大における課題,ベトナムでは生活水準の向上とペット文化の発展によりペット産業が拡大しているものの、ペットフードやケア製品の国産化や流通の多様化が不十分で、海外依存度が高いため、国内ペットオーナーは供給の安定化と環境保護対策の強化を求めています。,http://imc.net.vn/events/learn-with-imc-the-pet-industry/?lang=en
アジア,ベトナム,ベトナムの廃棄物処理事情と家庭ゴミの削減,ベトナムでは、特に都市部の住民が毎日発生する6万トンの家庭ゴミ処理に苦慮しています。このゴミの70％が埋立処理され、土壌や水質汚染を引き起こし、焼却処理も技術不足で困難。リサイクル活動が持続性を欠く中、効果的なゴミ処理と環境保護のための新しいアプローチが求められています。 ​,"https://quochoi.vn/tintuc/Pages/tin-hoat-dong-cua-quoc-hoi.aspx?ItemID=82916#:~:text=Hi%E1%BB%87n%20nay%2C%20Vi%E1%BB%87t%20Nam%20%C4%91ang,ch%C3%B4n%20l%E1%BA%A5p%20h%E1%BB%A3p%20v%E1%BB%87%20sinh."
アジア,ベトナム,ベトナムの高齢化事情：介護施設＆介護人材の強化は急務,"ベトナムで高齢者人口が増加する中、特に医療・介護施設の管理者や職員は、看護師や介護士の深刻な不足に直面しており、教育訓練施設の不足と海外経験者の活用が進まないため、人材育成と雇用創出に向けて政府や教育機関と連携し対策を迫られています。 ",https://nhandan.vn/tang-cuong-dich-vu-y-te-cho-nguoi-cao-tuoi-la-nhu-cau-buc-thiet-post781924.html
アジア,ベトナム,バイク運転時は、暑くても、遮光＆防塵＆防風対策が必須,ベトナムでは、炎天下であっても長袖の上着や巻きスカートを羽織る女性が多い。その目的は、日焼け防止、防塵（防臭）や防風が目的。暑さを和らげ、防風と吸湿を兼ね備えた素材で、デザインの良さが望まれる,https://thanhnien.vn/nang-nong-nhu-do-lua-mac-ao-chong-nang-khi-chay-xe-coi-chung-thang-gap-185230317114418676.htm
アジア,ベトナム,ベトナム人の健康志向と美容＆健康補助食品の現状,経済成長や可処分所得の増加に伴い、生きる為の食事だけでなく「健康や美しさ」への意識が高まっている。これまで主流だった漢方薬から輸入サプリメントへ市場ニーズは推移しているが、医薬品並みの基準や規制が無く、信頼できる情報も少ない,https://baocaobang.vn/-45722.html
アジア,メキシコ,行方不明者の増加,"メキシコのハリスコ州の住民は特に治安に悩まされている。直近６年間で2019年が一番行方不明者が多かったが、2023年は2019年並みだ。男性は1767人、女性は237人。生死を問わず見つかった人は2023年で約2000人。2018年から2023年で見つかった人の年齢は男性は15〜24歳、女性は15〜19歳が一番多かった。2023年12月31日までの行方不明者は14,459人。",https://sisovid.jalisco.gob.mx
アジア,モンゴル,世界一不味い料理,観光客が楽しむ料理がない。最近モンゴル料理が世界で一番不味い料理に選ばれました。内陸国ですので魚介類は輸入物しかありませんが、牛、羊、豚、鶏などが多く生息しています。しかし、羊や牛の肉は獣の匂いが強く、調理方法も茹でたり炒めるだけです。塩だけで味付けする人が多いため肉の臭みがさらに出てしまいます。夏には多くの観光客が来ますが、観光の醍醐味である料理を楽しむことが出来ません。,https://www.24tsag.mn/a/223912
アジア,モンゴル,日本の国土４倍の国での深刻な渋滞,ウランバートル市民は、渋滞による時間の浪費とストレスで日常生活に影響を受けています。モンゴルの人口の３分の２がウランバートル市に生活している為、深刻な渋滞が毎日のように発生しています。酷い時には歩いて５分の距離が車で１時間かかる時もあります。原因には駐車場が少ない事や交通ルールを守らない事があります。,https://ikon.mn/opinion/1ezw　https://montsame.mn/mn/read/330257
アジア,モンゴル,ロシアからの石油の輸入が遅れ、公共機関に影響,モンゴルのバス運行企業は、ロシアからの石油輸入遅延により、公共バスの便数を減らす決定を余儀なくされています。この措置は、政治的不和が原因で発生し、バスの混雑と市民の移動の支障を引き起こしています。,https://news.mn/r/2693469/
アジア,モンゴル,経済悪化により犯罪（スリ）の被害が増加,経済悪化に伴い、若者たちはスリに手を染め、特にスマホを狙った窃盗が増加しています。混雑するバス内では、防犯カメラがあっても犯罪を記録するのが難しく、さらに、カバンを切り裂かれるなどの手口も巧妙化しており、都市部の市民は日常生活での安全に不安を感じています。,https://gogo.mn/r/g7y5d
アジア,モンゴル,取り締まりを強化しても悪化する飲酒運転,モンゴルの都市部に住む人々は、警察の取り締まり強化にもかかわらず、飲酒運転の増加による交通事故の危険に直面しています。特に、飲食店や代行運転会社からの積極的な啓発が不足しているため、市民は日中も夜も特に慎重に行動する必要があります,https://news.mn/r/2637516/
アジア,ラオス,交通ルールの未普及と車輛の増加に伴う交通事故件数の増加,ラオスの都市部の若年層は、交通ルールの未普及、飲酒・ノーヘル運転、スマホ使用中の運転、安価な二輪EVの普及により、交通事故が増加し、安全な移動が困難な状況に直面している。,https://laotiantimes.com/2023/12/14/alarming-road-accident-statistics-prompt-stringent-measures-for-new-year-safety/?fbclid=IwAR1JDZG-dk_D6PCxvWU1_b_5jE4pPELVMBBIBOaLeNyWaetND74odRJfKVw
アジア,ラオス,乳幼児用食品に含まれる糖分・塩分過多と栄養に関する知識不足,都市部のラオスの親は育児への投資増加にも関わらず、栄養知識の不足で適切な乳幼児食品を選択できず、子どもの栄養状態に問題が生じている。,https://laotiantimes.com/2023/12/19/high-sugar-salt-content-in-infant-foods-across-seven-asean-countries-unicef-report-reveals/?fbclid=IwAR0nDzKEptnWeCTFY0x87ksOs0ANZOvIQsg4-P9QTaFgosCXhm6wTBVrHy4
アジア,ラオス,ラオス語による書籍の少なさに拍車をかけるタイ語書籍の流入,ラオスの文化関係者は、文化的・言語的に近く、充実しているタイの文化とエンターテイメントが長期にわたり流入し、ラオス独自の言語とアイデンティティの存続に懸念を抱えている。,https://laotiantimes.com/2023/12/01/thai-dominance-at-vientiane-book-fest-spurs-reflection-on-lao-literary-identity/?fbclid=IwAR3-I3ddMTmZb7jFgqRugQthpPb6-lTjQN31K0HEqJtCo1zjiZoNUSV_s8g
アジア,韓国,駐車場不足の問題（商店街等の駐車場の増設が不可能な地域）,ソウル市内および近郊地域の住民は駐車場不足に直面しており、路上駐車の常態化が問題化している。特に夜間、住宅地域では住民が自宅近くに駐車できず、不便と治安の悪化が懸念されています。,"https://www.youtube.com/watch?v=zzu8Wk4RSh4,  https://blog.naver.com/mcst_pr/222886674441, https://post.naver.com/viewer/postView.naver?volumeNo=31836125&memberNo=40864363&searchKeyword=%EC%A3%BC%EC%B0%A8%EB%AC%B8%EC%A0%9C%20%ED%95%B4%EA%B2%B0"
アジア,韓国,中堅企業や3K現場の労働力不足に対する外国人雇用の拡大,韓国では、大学卒業生の就職難に直面する一方で、建設や土木、配達や運送などの業界は外国人労働者に依存しており、彼らの労働範囲拡大に伴う規制緩和が必要な状況であり、労働市場のバランスと外国人労働者の管理が課題となっています。 ​,https://www.youtube.com/watch?v=xFXuXOFl-jk
アジア,韓国,旅行などで余った外貨小銭が自宅に滞積する,韓国の旅行者はしばしば、特に欧米や東南アジアなどの地域からの帰国後、使用しなかった小銭が自宅に滞積するという課題に直面しています。この問題を解決するために、各国の小銭を韓国ウォンや商品券に交換できる特別な自動販売機が大型スーパーに設置されています。,https://moneyplex.net/kiosklocation
アジア,韓国,酒類市場における競争力の不均衡,韓国ではウイスキーなどの輸入酒に対して高い酒税が課される一方で、伝統酒には税優遇があり、この税制差により、酒類市場における競争力の不均衡が課題となっている。,https://brunch.co.kr/@paxcom/643、https://brunch.co.kr/@paxcom/677
アジア,韓国,洗濯物の管理と処理,都市部のマンション住民は、狭い住空間と忙しい日常生活の中で、洗濯物の管理と処理が大きな課題となっている。,https://www.getwashswat.com/about
アジア,香港・マカオ,日本人駐在員の外国人家政婦探索,香港の日本人駐在員は、家族帯同で赴任することが多く、現地生活の助けとなるメイドさん（外国人家政婦）を、どのように探して、雇い、関係を継続するかが、とても重要な課題となっています。まず、赴任した時、異国の地でどのように家政婦を探すことができるか、周りの友人の紹介以外に伝手がない状況です。そして、雇用は個々に委ねられており、家政婦とのトラブルも多く、何か困った時に誰も助けてくれません。,https://www.hkoagt.com/index.php?La=J
アジア,香港・マカオ,香港在住の日本人の恋愛・結婚市場不足,香港は独身の日本人が多く、出会いの場を必要としております。また、香港在住者を対象とした結婚相談所も少ないです。現地日本人同士、日本人と現地人のマッチングに課題があります。,https://www.aiexe.net/
アジア,中国,独居老人の医療と生活サポート,中国の地方都市では、一人暮らしの高齢者が2020年に1億1800万人に達し、医療と生活サポートの提供が重要な課題となっている。,https://zhuanlan.zhihu.com/p/651892998 https://www.bilibili.com/read/cv27856275/?jump_opus=1
アジア,中国,食料品の店頭機会ロス,中国の都市部では、急速な経済成長と労働力不足による人件費の高騰が進行。店頭機会ロスを減らすために半完成食品が注目されている。,https://baijiahao.baidu.com/s?id=1743471894612128046&wfr=spider&for=pc https://www.nikkei.com/article/DGXZQOGM290PK0Z20C21A4000000/
アジア,中国,喫煙による健康被害,中国では3億5000万人を超える喫煙者がいるため、喫煙による健康被害、特に慢性呼吸器疾患、がん、心血管疾患、糖尿病が深刻な問題となっている、,https://baijiahao.baidu.com/s?id=1731331801290290429&wfr=spider&for=pc https://www.zhihu.com/pin/1505450237568835584?utm_id=0 https://baijiahao.baidu.com/s?id=1777980363281472319&wfr=spider&for=pc
アジア,スリランカ,デング熱の流行を防ぐための手軽で効果的な蚊対策,スリランカではデング熱が全国的に流行し、子供の重症化や死亡例も相次ぎ社会問題化。蚊取線香、スプレー、携帯蚊よけなどの蚊対策グッズは日本製が手に入らず、現地のものは効果が今一つ。,https://www.sundaytimes.lk/230528/news/multiplying-dengue-mosquito-larvae-raises-risks-for-colombo-521261.html
アジア,スリランカ,猿害に対する効果的な対策の必要性,スリランカの農村や地方都市では、サルが増え農作物が大きな被害を受けたり、民家が荒らされ住民生活の支障に。過剰な猿を輸出するという政府の案は裁判所に却下され、別の猿対策が求められている。,https://www.france24.com/en/live-news/20230412-monkey-business-sri-lanka-considers-macaque-sales-to-china
アジア,スリランカ,手軽で効果的な生活習慣病対策の必要性,スリランカでは生活習慣病が急速に拡大し、子供の予備軍も増加し社会問題化。低糖飲料やノンフライ麺のような低糖・低カロリー食品は手に入らず、公園や学校には運動設備がないので、子供向けの効果的な対策が求められている。,https://www.dailymirror.lk/breaking_news/At-least-900-children-diagnosed-with-cancer-100-with-diabetes-Paediatrician/108-262882
オセアニア,オーストラリア,地域貢献活動の運営危機,オーストラリアの豪企業が地域学校やスポーツクラブ支援のために週末ホットドッグ販売を実施しているが、物価高による価格上昇で地域貢献活動の継続が危ぶまれている。,https://thewest.com.au/business/retail/rising-cost-of-living-snags-the-iconic-bunnings-sausage-sizzle-as-community-groups-call-for-price-increase-c-7501859
オセアニア,オーストラリア,賃貸住宅市場の供給不足,オーストラリアの賃貸市場はコロナ禍からの移民急増と供給不足で家賃が高騰し、低所得世帯は家賃に収入の過半数を支出し、住宅供給は大幅に遅れ、新規賃貸住宅の需要を満たせていない,https://www.news.com.au/finance/economy/homelessness-australia-calls-on-government-for-funding-support-amid-national-housing-crisis/news-story/b96b3f20f6af8013d03fcc88b5ef96d4
オセアニア,オーストラリア,ミルクバーの廃業,オーストラリアのミルクバー経営者は、コンビニや大型ショッピングモールの出現により、顧客減少と競争激化の課題に直面している。かつて社交場として親しまれたミルクバーは街角から姿を消しつつあり、住民が交流できる場所の減少が問題となっている​,https://www.racv.com.au/royalauto/lifestyle-home/aussie-milkbar-memories.html
オセアニア,オーストラリア,バス運転手の労働条件改善,オーストラリアのバス運転手は、生活費の高騰と職場の安全性不足、適切な休憩施設がないことに不満を持ち、労働条件の改善を求めて度々ストライキに踏み切っている。特にゴールドコーストのKineticバス運転手たちは、実質賃金の減少と労働時間の長さ、企業の利益優先の姿勢に抗議しており、公正な賃金と条件を求めて声をあげている​,https://www.9news.com.au/national/melbourne-bus-driver-strike-1500-industrial-action-twu-ventura-dyson/f84bd33d-cc38-4368-9e94-41779353f430
オセアニア,オーストラリア,豪州インフレに伴う保育料値上げ問題,インフレに伴い保育料が32％値上げした。平均一日で$123.64である。共働き家庭は給料よりも保育料が高くなるケースもあるため、職場復帰を先延ばしにする母親も多い,https://www.theguardian.com/australia-news/2023/jul/05/childcare-fees-australia-outpace-inflation-2023-fee-increase
アフリカ,ウガンダ,欧米からの古着の流入が、自国の繊維産業の発展を妨げている。,欧米で廃棄された古着が大量に輸入され、安値で取引されている。そのため、価格・品質的に競争力の低い地元産の衣服は売れにくく、地元のテーラーや繊維産業従事者の雇用減少・失業に繋がっている。,"https://www.voanews.com/a/ugandan-president-wants-to-ban-imports-of-used-clothing-from-west/7315091.html, https://youtu.be/RBvis6VJfAU "
アフリカ,ウガンダ,古着輸入禁止法の実行により、大量の失業者が発生しうる。,大統領は自国の繊維産業を保護する目的で「古着の輸入禁止」を発令。措置が実行されれば、卸売・仲介業者、販売者など多くの人が失業する可能性がある（首都カンパラで約8万人の雇用者に影響）。,"https://www.aljazeera.com/gallery/2023/12/7/where-is-our-future-uganda-declares-war-on-used-clothing,  https://youtu.be/RBvis6VJfAU（課題１と同じ）"
アフリカ,ウガンダ,木炭や薪に依存した伝統的な生活による健康被害。,"地方の多くの家庭ではガスや電気がなく、木炭や薪を燃料とするストーブで料理をしている。発煙のため呼吸器に健康被害を受けやすく、毎年19,700人のウガンダ人が、室内の空気汚染が原因で死亡している。"," https://youtu.be/9O5Ml2jtXhE,   https://ecostoves.org/"
アフリカ,ケニア,低所得者層が現状を打破するための事業融資,ケニアではフォーマルセクターとしての仕事が限られている為、皆自らが起業してSMEsとして事業を行うが、銀行の事業系融資等にアクセスができない為、事業拡大ができず、雇用者も増やせない。,https://www.statista.com/statistics/1134332/total-employment-in-kenya/
アフリカ,ケニア,農家のサプライチェーンリスク,ケニアではGDPの60%程度が農業に従事する人口によって生産されているが、世界的な天候不順やイナゴの飛来による害で安定した収入が得られなかったり、収穫量ゼロになるリスクが存在する。,https://www.preventionweb.net/news/kenyan-farmers-suffer-losses-climate-change-grips
アフリカ,ケニア,公共交通機関の車体の劣化と度重なる故障・事故,マタツと呼ばれる日本のISUZUのトラックを改造した公共交通機関がメインの通勤手段になっている。マタツ乗客は、改造トラックの劣化と故障により事故リスクが高まり、乗員オーバーや運賃上昇による移動の困難さに直面している。,https://cleantechnica.com/2023/08/14/basigo-introduces-the-e9-kubwa-electric-bus-which-is-specifically-designed-for-the-kenyan-market/
アフリカ,ケニア,他国間長距離物流の無駄の是正,ケニアを含む東アフリカ経済圏では他国を通過しての長距離物流でコンテナを運び経済を支えているが、しばしば帰り便の荷主が見つからず、空トラックで帰路をたどる。トラック運転手は、無駄なガソリン代と効率の低下に悩まされている。,https://africa.businessinsider.com/local/markets/google-backs-kenyan-e-logistics-company-lori-systems-to-help-bring-digital-transport/xsbxyfh
アフリカ,ケニア,高額保険の支払い問題,ケニアの医療制度はNHIFという政府管理下の保険制度が存在するが、病院に行ってもほぼ保険によってカバーされない。ケニアの低所得者層は高額な民間保険の加入が困難である状況に置かれている。,https://techtrendske.co.ke/2022/03/28/health-tech-platform-m-tiba-and-jubilee-partner-to-provider-health-insurance-for-smes/
アフリカ,南アフリカ共和国,計画停電によりビジネスに打撃を受ける中小企業,南アフリカの中小企業経営者は計画停電により機器停止と食材損失に直面し、サービス提供困難でビジネス維持が危ぶまれている。,3. https://www.news24.com/citypress/business/smes-confidence-plummets-thanks-to-load-shedding-20230503 https://businesstech.co.za/news/business/690079/businesses-in-south-africa-are-buckling-under-load-shedding-as-liquidations-climb/ Renew Co　https://renewco.co.za/ 再生可能エネルギーを中小企業に提供。建設コストを会社が負担する代わりに、建設後の購買契約を中小企業と結ぶことで、Renew Coは顧客を事前に獲得でき、顧客は国営電力会社よりも安価で電気を購入できる。
アフリカ,南アフリカ共和国,農村家庭の命綱である家畜の盗難,アフリカの田舎の小規模農家は、家畜を育て、販売することで細々と暮らしているが、ここ数年、夜間や放牧中の家畜盗難の被害が頻発し、生活苦に陥っている,3. https://www.news24.com/news24/southafrica/news/watch-they-were-armed-to-the-teeth-small-scale-farmer-living-in-fear-of-livestock-thieves-20220921 https://www.timeslive.co.za/news/south-africa/2023-12-14-farm-manager-who-sold-stolen-livestock-at-auction-is-jailed/#google_vignette テクノロジーを使い家畜をトラックするデバイスを開発しサブスク型のビジネスを展開　https://www.abiri.co.za/
アフリカ,南アフリカ共和国,政府無料住宅の住民が直面する、治安の悪化やインフラ品質の低下問題,アパルトヘイト後、深刻な住宅不足かつ土地や住宅の所有権がなかった黒人に、政府は無料住宅を支給したが、政府無料住宅を支給された家庭が、維持費を支払えず空き家が増えた。政府無料住宅の住民は、治安の悪化やインフラ品質の低下問題に直面している。,南アフリカの住宅問題について：https://www.groundup.org.za/article/social-housing-in-south-africa-is-in-trouble-heres-why/ https://www.sabcnews.com/sabcnews/economic-hardship-prompts-botshabelo-residents-in-free-state-to-occupy-vacant-land/ https://mg.co.za/news/2023-11-16-gauteng-rdp-housing-projects-still-incomplete-after-30-years/